,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroup,SalaryGroup,StayGroup,ExperienceGroup,SalaryHike
775,776,42,0.0,1,1271,1,2,1,3,2,1,35,3,1,6,4,2,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,Middle Age,Low Salary,Short Stay,Senior Employee,352.1
776,777,41,0.0,2,314,0,1,3,0,4,1,59,2,5,3,3,1,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10,Middle Age,High Salary,Long Stay,Senior Employee,2302.68
777,778,30,0.0,2,1358,2,16,1,1,4,1,96,3,2,7,3,1,5301,2939,8,0,15,3,3,2,4,2,2,2,1,2,2,Early worker age,Low Salary,Short Stay,Mid-level Employee,795.15
778,779,30,0.0,0,111,1,9,3,3,3,1,66,3,2,2,1,0,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10,Early worker age,Low Salary,Long Stay,Senior Employee,337.92
779,780,19,1.0,2,419,2,21,3,4,4,1,37,2,1,8,2,2,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,Young Age,Low Salary,Short Stay,Fresh Graduate,275.73
780,781,33,1.0,2,575,1,25,3,1,4,1,44,2,2,4,2,2,4320,24152,1,0,13,3,4,0,5,2,3,5,3,0,2,Early worker age,Low Salary,Short Stay,Mid-level Employee,561.6
781,782,27,0.0,2,618,1,4,3,1,2,0,76,3,1,6,3,2,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0,Early worker age,Low Salary,Short Stay,Fresh Graduate,440.42
782,783,38,0.0,2,119,2,3,3,1,1,1,76,3,3,7,3,0,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,Middle Age,Medium Salary,Long Stay,Senior Employee,1273.08
783,784,36,0.0,0,1229,2,8,4,5,1,1,84,3,2,7,4,0,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,Middle Age,Low Salary,Medium Stay,Senior Employee,660.27
784,785,38,1.0,2,1153,1,6,2,4,4,0,40,2,1,2,3,1,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4,Middle Age,Low Salary,Short Stay,Mid-level Employee,407.22
785,786,32,1.0,2,1033,1,9,3,3,1,0,41,3,1,2,1,2,4200,10224,7,0,22,4,1,0,10,2,4,5,4,0,4,Early worker age,Low Salary,Short Stay,Senior Employee,924.0
786,787,39,0.0,2,1329,2,4,4,1,4,0,47,2,2,7,3,1,5902,14590,4,0,14,3,3,1,17,1,4,15,11,5,9,Middle Age,Low Salary,Long Stay,Senior Employee,826.2800000000001
787,788,33,1.0,1,1076,1,3,3,1,1,1,70,3,1,6,1,2,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,Early worker age,Low Salary,Medium Stay,Senior Employee,368.28000000000003
788,789,46,0.0,2,1485,1,18,3,3,3,0,87,3,2,4,3,0,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,673.4000000000001
789,790,46,0.0,2,1125,2,10,3,2,3,0,94,2,3,7,4,1,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,Pre-retirement Age,Medium Salary,Short Stay,Senior Employee,1723.49
790,791,41,0.0,2,263,1,6,3,3,4,1,59,3,1,2,1,2,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,Middle Age,Low Salary,Long Stay,Senior Employee,613.73
791,792,21,0.0,2,501,2,5,1,3,3,1,58,3,1,8,1,2,2380,25479,1,1,11,3,4,0,2,6,3,2,2,1,2,Young Age,Low Salary,Short Stay,Junior Employee,261.8
792,793,39,0.0,2,141,0,3,3,0,3,0,44,4,2,1,2,1,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6,Middle Age,Low Salary,Medium Stay,Senior Employee,958.3499999999999
793,794,44,0.0,1,602,0,1,5,0,1,1,37,3,2,1,4,1,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,Middle Age,Low Salary,Medium Stay,Senior Employee,631.73
794,795,34,1.0,0,1362,2,19,3,2,1,1,67,4,2,7,4,2,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,Early worker age,Low Salary,Short Stay,Senior Employee,689.52
795,796,34,0.0,2,419,1,7,4,1,1,0,53,3,3,5,2,2,11994,21293,0,0,11,3,3,0,13,4,3,12,6,2,11,Early worker age,Medium Salary,Long Stay,Senior Employee,1319.34
796,797,39,1.0,2,119,2,15,4,2,2,1,77,3,4,7,1,2,13341,25098,0,0,12,3,1,0,21,3,3,20,8,11,10,Middle Age,Medium Salary,Long Stay,Senior Employee,1600.9199999999998
797,798,29,0.0,2,144,2,10,1,2,4,0,39,2,2,7,2,0,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,Early worker age,Medium Salary,Medium Stay,Senior Employee,1157.5200000000002
798,799,37,0.0,2,290,1,21,3,1,2,1,65,4,1,6,1,1,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,Middle Age,Low Salary,Medium Stay,Senior Employee,427.68
799,800,35,0.0,2,1229,1,8,1,1,4,1,36,4,1,2,4,1,2269,4892,1,0,19,3,4,0,1,2,3,1,0,0,1,Middle Age,Low Salary,Short Stay,Fresh Graduate,431.11
800,801,46,0.0,2,644,1,1,4,3,4,1,97,3,3,0,1,0,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,Pre-retirement Age,Medium Salary,Short Stay,Senior Employee,1503.3600000000001
801,802,47,1.0,1,719,2,27,2,1,2,0,77,4,2,7,3,2,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3,Pre-retirement Age,Low Salary,Short Stay,Senior Employee,767.64
802,803,30,0.0,1,1012,1,5,4,1,2,1,75,2,1,6,4,0,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3,Early worker age,Low Salary,Short Stay,Senior Employee,451.32
803,804,29,0.0,2,1107,1,28,4,1,3,0,93,3,1,6,4,0,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,Early worker age,Low Salary,Medium Stay,Senior Employee,553.08
804,805,50,0.0,2,1207,1,28,1,3,4,1,74,4,1,2,3,1,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8,Pre-retirement Age,Low Salary,Long Stay,Senior Employee,354.31
805,806,34,0.0,2,1400,2,9,1,1,2,0,70,3,2,7,3,1,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,Early worker age,Low Salary,Medium Stay,Senior Employee,1142.8
806,807,31,1.0,2,330,1,22,4,3,4,1,98,3,2,4,3,1,6179,21057,1,1,15,3,4,2,10,3,2,10,2,6,7,Early worker age,Low Salary,Medium Stay,Senior Employee,926.8499999999999
807,808,48,0.0,2,277,1,6,3,1,1,1,97,2,2,0,3,2,4240,13119,2,0,13,3,4,0,19,0,3,2,2,2,2,Pre-retirement Age,Low Salary,Short Stay,Senior Employee,551.2
808,809,31,1.0,1,715,2,2,4,4,4,1,54,3,2,7,1,2,5332,21602,7,0,13,3,4,0,10,3,3,5,2,0,3,Early worker age,Low Salary,Short Stay,Senior Employee,693.16
809,810,49,1.0,2,809,1,1,3,1,3,1,36,3,4,3,3,2,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,Pre-retirement Age,High Salary,Medium Stay,Senior Employee,2153.0600000000004
810,811,43,0.0,2,1473,1,8,4,4,3,0,74,3,2,0,3,0,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,Middle Age,Low Salary,Short Stay,Senior Employee,633.08
811,812,34,0.0,2,258,2,21,4,1,4,1,74,4,2,7,4,2,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,Early worker age,Low Salary,Medium Stay,Senior Employee,640.4399999999999
812,813,60,0.0,2,696,2,7,4,2,2,1,52,4,2,7,4,0,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,Retirement Age,Low Salary,Long Stay,Senior Employee,939.5999999999999
813,814,52,0.0,2,258,1,8,4,4,3,0,54,3,1,2,1,1,2950,17363,9,0,13,3,3,0,12,2,1,5,4,0,4,Pre-retirement Age,Low Salary,Short Stay,Senior Employee,383.5
814,815,25,0.0,2,1280,1,7,1,3,4,1,64,2,1,6,4,1,2889,26897,1,0,11,3,3,2,2,2,3,2,2,2,1,Early worker age,Low Salary,Short Stay,Junior Employee,317.79
815,816,46,0.0,2,705,2,2,4,2,2,0,83,3,5,3,1,2,18947,22822,3,0,12,3,4,0,22,2,2,2,2,2,1,Pre-retirement Age,High Salary,Short Stay,Senior Employee,2273.64
816,817,24,0.0,0,830,2,13,2,1,4,0,78,3,1,8,2,1,2033,7103,1,0,13,3,3,1,1,2,3,1,0,0,0,Young Age,Low Salary,Short Stay,Fresh Graduate,264.29
817,818,29,0.0,2,1010,1,1,3,1,1,0,97,3,1,6,4,0,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,Early worker age,Low Salary,Short Stay,Junior Employee,564.0
818,819,41,1.0,1,143,2,4,3,2,1,1,56,3,2,7,2,2,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,Middle Age,Medium Salary,Medium Stay,Senior Employee,1683.8999999999999
819,820,45,0.0,2,192,1,10,2,1,1,1,69,3,1,6,4,1,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,Pre-retirement Age,Low Salary,Short Stay,Senior Employee,557.34
820,821,30,0.0,2,855,2,7,4,2,4,0,73,3,2,7,1,0,4779,12761,7,0,14,3,2,2,8,3,3,3,2,0,2,Early worker age,Low Salary,Short Stay,Senior Employee,669.0600000000001
821,822,33,0.0,1,1146,2,25,3,3,2,0,82,3,2,7,3,1,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,Early worker age,Low Salary,Medium Stay,Senior Employee,544.68
822,823,33,0.0,2,147,0,2,3,0,2,1,99,3,1,1,3,1,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,Early worker age,Low Salary,Short Stay,Mid-level Employee,468.0
823,824,42,0.0,1,748,1,9,2,3,1,0,74,3,1,2,4,2,3673,16458,1,0,13,3,3,0,12,3,3,12,9,5,8,Middle Age,Low Salary,Long Stay,Senior Employee,477.49
824,825,43,0.0,2,531,2,4,4,2,4,0,56,2,3,7,4,2,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17,Middle Age,Medium Salary,Long Stay,Senior Employee,1432.3400000000001
825,826,39,0.0,2,466,1,1,1,1,4,0,65,2,4,4,4,1,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,Middle Age,Medium Salary,Long Stay,Senior Employee,2038.72
826,827,39,0.0,2,1431,1,1,4,3,3,0,96,3,1,2,3,0,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,Middle Age,Low Salary,Short Stay,Senior Employee,312.48
827,828,35,0.0,0,1212,2,8,2,2,3,0,78,2,3,7,4,1,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,Middle Age,Medium Salary,Long Stay,Senior Employee,1141.47
828,829,40,1.0,2,448,1,16,3,1,3,0,84,3,3,4,4,2,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,Middle Age,Medium Salary,Short Stay,Senior Employee,1191.75
829,830,26,1.0,2,1449,1,16,4,3,1,1,45,3,1,2,2,0,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2,Early worker age,Low Salary,Short Stay,Mid-level Employee,308.49
830,831,40,1.0,2,884,1,15,3,1,1,0,80,2,3,4,3,1,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,Middle Age,Medium Salary,Long Stay,Senior Employee,1356.55
831,832,51,0.0,2,1178,2,14,2,1,3,0,87,3,2,7,4,1,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,542.96
832,833,45,1.0,2,538,1,1,4,5,1,1,66,3,3,0,2,0,7441,20933,1,0,12,3,1,3,10,4,3,10,8,7,7,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,892.92
833,834,40,0.0,2,1202,1,2,1,3,2,0,89,4,2,0,3,0,6377,13888,5,0,20,4,2,3,15,0,3,12,11,11,8,Middle Age,Low Salary,Long Stay,Senior Employee,1275.4
834,835,32,0.0,2,604,2,8,3,3,3,1,56,4,2,7,4,1,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,Early worker age,Low Salary,Medium Stay,Senior Employee,931.3499999999999
835,836,28,0.0,2,995,1,9,3,3,3,0,77,3,1,6,3,0,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,Early worker age,Low Salary,Short Stay,Senior Employee,427.85999999999996
836,837,31,1.0,1,1125,2,7,4,2,1,0,68,3,3,7,1,1,9637,8277,2,0,14,3,4,2,9,3,3,3,2,2,2,Early worker age,Medium Salary,Short Stay,Senior Employee,1349.18
837,838,58,1.0,1,1216,1,15,4,1,1,1,87,3,4,5,3,1,15787,21624,2,1,14,3,2,0,23,3,3,2,2,2,2,Retirement Age,High Salary,Short Stay,Senior Employee,2210.1800000000003
838,839,40,0.0,2,1398,2,2,4,1,3,0,79,3,5,3,3,1,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,Middle Age,High Salary,Long Stay,Senior Employee,2525.7400000000002
839,840,45,0.0,1,1249,1,7,3,1,1,1,97,3,3,2,1,0,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,Pre-retirement Age,Low Salary,Long Stay,Senior Employee,937.8
840,841,44,0.0,2,1315,1,3,4,4,4,1,35,3,5,3,4,1,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,Middle Age,High Salary,Short Stay,Senior Employee,2341.56
841,842,50,0.0,2,1322,1,28,3,1,4,0,43,3,4,5,1,1,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2,Pre-retirement Age,High Salary,Short Stay,Senior Employee,1856.8
842,843,45,0.0,0,248,1,23,2,1,4,1,42,3,2,2,1,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,544.9499999999999
843,844,35,0.0,1,853,2,18,5,1,2,1,71,3,3,7,1,1,9069,11031,1,0,22,4,4,1,9,3,2,9,8,1,8,Middle Age,Medium Salary,Medium Stay,Senior Employee,1995.18
844,845,48,0.0,2,855,1,4,3,1,4,1,54,3,3,4,4,2,7898,18706,1,0,11,3,3,0,11,2,3,10,9,0,8,Pre-retirement Age,Medium Salary,Medium Stay,Senior Employee,868.78
845,846,40,0.0,2,1300,1,24,2,5,1,1,62,3,2,6,4,0,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,Middle Age,Low Salary,Medium Stay,Senior Employee,564.23
846,847,42,0.0,2,544,0,2,1,5,3,1,52,3,1,1,3,0,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,Middle Age,Low Salary,Short Stay,Mid-level Employee,296.56
847,848,48,1.0,1,117,1,22,3,3,4,0,58,3,4,3,4,0,17174,2437,3,0,11,3,2,1,24,3,3,22,17,4,7,Pre-retirement Age,High Salary,Long Stay,Senior Employee,1889.14
848,849,21,0.0,2,996,1,3,2,3,4,1,100,2,1,6,3,2,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,Young Age,Low Salary,Short Stay,Junior Employee,549.1
849,850,38,0.0,2,268,1,2,5,3,4,1,92,3,1,6,3,1,3057,20471,6,1,13,3,2,1,6,0,1,1,0,0,1,Middle Age,Low Salary,Short Stay,Senior Employee,397.41
850,851,35,0.0,2,1142,1,23,4,3,3,0,30,3,1,2,1,1,4014,16002,3,1,15,3,3,1,4,3,3,2,2,2,2,Middle Age,Low Salary,Short Stay,Mid-level Employee,602.1
851,852,28,1.0,2,1157,1,2,4,3,1,1,84,1,1,6,4,1,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,Early worker age,Low Salary,Short Stay,Mid-level Employee,450.32
852,853,23,0.0,1,638,2,9,3,2,4,1,33,3,1,8,1,1,1790,26956,1,0,19,3,1,1,1,3,2,1,0,1,0,Young Age,Low Salary,Short Stay,Fresh Graduate,340.1
853,854,53,0.0,2,1376,2,2,2,3,3,1,45,3,4,3,3,0,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,Pre-retirement Age,Medium Salary,Long Stay,Senior Employee,1930.76
854,855,35,0.0,1,200,1,18,2,1,3,1,60,3,3,4,4,2,9362,19944,2,0,11,3,3,0,10,2,3,2,2,2,2,Middle Age,Medium Salary,Short Stay,Senior Employee,1029.82
855,856,36,0.0,1,1480,1,3,2,3,4,1,30,3,1,2,2,2,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2,Middle Age,Low Salary,Medium Stay,Senior Employee,250.56
856,857,36,0.0,2,1223,1,8,3,5,3,0,59,3,3,0,3,0,10096,8202,1,0,13,3,2,3,17,2,3,17,14,12,8,Middle Age,Medium Salary,Long Stay,Senior Employee,1312.48
857,858,59,0.0,2,715,1,2,3,1,3,0,69,2,4,4,4,2,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,Retirement Age,Medium Salary,Short Stay,Senior Employee,1784.38
858,859,33,0.0,2,392,2,2,4,3,4,1,93,3,2,7,4,0,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,Early worker age,Low Salary,Medium Stay,Senior Employee,770.7
859,860,40,1.0,2,616,1,2,2,1,3,0,99,3,1,2,1,1,3377,25605,4,0,17,3,4,1,7,5,2,4,3,0,2,Middle Age,Low Salary,Short Stay,Senior Employee,574.09
860,861,45,1.0,2,1015,1,5,5,3,3,0,50,1,2,2,1,2,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,Pre-retirement Age,Low Salary,Medium Stay,Senior Employee,807.6600000000001
861,862,32,1.0,2,529,1,2,3,5,4,1,78,3,1,6,1,2,2439,11288,1,0,14,3,4,0,4,4,3,4,2,1,2,Early worker age,Low Salary,Short Stay,Mid-level Employee,341.46000000000004
862,863,49,0.0,2,174,2,8,4,5,4,1,56,2,4,7,2,1,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,Pre-retirement Age,Medium Salary,Medium Stay,Senior Employee,2230.4
863,864,36,0.0,2,132,1,6,3,1,2,0,55,4,1,2,4,1,3038,22002,3,0,12,3,2,0,5,3,3,1,0,0,0,Middle Age,Low Salary,Short Stay,Mid-level Employee,364.56
864,865,23,0.0,2,427,2,7,3,1,3,1,99,3,1,8,4,0,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,Young Age,Low Salary,Short Stay,Junior Employee,477.75
865,866,30,1.0,1,1312,1,2,4,5,4,0,78,2,1,6,1,2,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,Early worker age,Low Salary,Medium Stay,Senior Employee,794.88
866,867,53,0.0,2,970,1,7,3,1,3,1,59,4,4,5,3,1,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,Pre-retirement Age,Medium Salary,Short Stay,Senior Employee,2814.66
867,868,53,0.0,2,868,2,8,3,2,1,1,73,3,4,7,4,1,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,Pre-retirement Age,Medium Salary,Short Stay,Senior Employee,1657.0400000000002
868,869,58,1.0,0,350,2,2,3,3,2,1,52,3,4,3,2,0,16291,22577,4,0,22,4,4,1,37,0,2,16,9,14,14,Retirement Age,High Salary,Long Stay,Senior Employee,3584.02
869,870,44,1.0,2,528,0,1,3,1,3,0,44,3,1,1,4,0,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,Middle Age,Low Salary,Short Stay,Senior Employee,575.1
870,871,37,1.0,2,1470,1,10,3,3,2,0,71,3,1,6,2,1,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7,Middle Age,Low Salary,Medium Stay,Senior Employee,432.96
871,872,31,1.0,1,1445,1,1,5,1,3,0,100,4,3,4,2,2,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7,Early worker age,Low Salary,Medium Stay,Senior Employee,819.0600000000001
872,873,34,1.0,0,967,1,16,4,5,4,1,85,1,1,6,1,1,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0,Early worker age,Low Salary,Short Stay,Mid-level Employee,530.61
873,874,29,0.0,2,1389,1,21,4,1,2,0,51,4,3,4,1,0,9980,10195,1,0,11,3,3,1,10,1,3,10,9,8,8,Early worker age,Medium Salary,Medium Stay,Senior Employee,1097.8
874,875,35,1.0,2,287,1,1,4,1,3,0,62,1,1,6,4,1,2977,8952,1,0,12,3,4,1,4,5,3,4,3,1,1,Middle Age,Low Salary,Short Stay,Mid-level Employee,357.24
875,876,26,1.0,1,342,1,2,3,1,1,1,57,3,1,6,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,Early worker age,Low Salary,Short Stay,Senior Employee,285.88000000000005
876,877,20,1.0,2,500,2,2,3,3,3,0,49,2,1,8,3,2,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,Young Age,Low Salary,Short Stay,Junior Employee,265.72
877,878,31,0.0,2,828,2,2,1,1,2,1,77,3,2,7,4,2,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,Early worker age,Low Salary,Medium Stay,Senior Employee,855.6600000000001
878,879,33,0.0,2,1075,0,3,2,0,4,1,57,3,1,1,2,0,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3,Early worker age,Low Salary,Short Stay,Senior Employee,250.47
879,880,25,0.0,2,949,1,1,3,5,1,1,81,3,1,2,4,1,3229,4910,4,0,11,3,2,1,7,2,2,3,2,0,2,Early worker age,Low Salary,Short Stay,Senior Employee,355.19
880,881,34,0.0,2,1442,1,9,3,3,4,0,46,2,3,0,2,2,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,Early worker age,Medium Salary,Medium Stay,Senior Employee,1206.94
881,882,32,1.0,2,371,2,19,3,1,4,1,80,1,3,7,3,1,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,Early worker age,Medium Salary,Short Stay,Senior Employee,1249.3
882,883,33,0.0,1,515,1,1,2,1,1,0,98,3,3,5,4,2,13458,15146,1,1,12,3,3,0,15,1,3,15,14,8,12,Early worker age,Medium Salary,Long Stay,Senior Employee,1614.96
883,884,45,0.0,2,1448,1,29,3,5,2,1,55,3,3,4,4,1,9380,14720,4,1,18,3,4,2,10,4,4,3,1,1,2,Pre-retirement Age,Medium Salary,Short Stay,Senior Employee,1688.3999999999999
884,885,40,0.0,1,902,1,26,2,3,3,0,92,2,2,6,4,1,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,Middle Age,Low Salary,Short Stay,Senior Employee,574.86
885,886,31,1.0,0,325,1,5,3,3,2,1,74,3,2,4,1,2,9936,3787,0,0,19,3,2,0,10,2,3,9,4,1,7,Early worker age,Medium Salary,Medium Stay,Senior Employee,1887.84
886,887,22,0.0,2,253,1,11,3,3,1,0,43,3,1,6,2,1,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,Young Age,Low Salary,Short Stay,Junior Employee,291.72
887,888,38,1.0,2,1180,1,29,1,3,2,1,70,3,2,0,1,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,Middle Age,Low Salary,Short Stay,Senior Employee,1267.8700000000001
888,889,35,1.0,2,1395,1,9,4,3,2,1,48,3,2,6,3,2,5098,18698,1,0,19,3,2,0,10,5,3,10,7,0,8,Middle Age,Low Salary,Medium Stay,Senior Employee,968.62
889,890,43,0.0,2,782,1,6,4,4,2,1,50,2,4,5,4,0,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,Middle Age,High Salary,Short Stay,Senior Employee,2327.78
890,891,29,0.0,2,598,1,9,3,1,3,1,91,4,1,6,3,1,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,Early worker age,Low Salary,Short Stay,Mid-level Employee,441.18
891,892,48,0.0,2,530,2,29,1,3,1,0,91,3,3,3,3,1,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,Pre-retirement Age,Medium Salary,Short Stay,Senior Employee,2625.8399999999997
892,893,18,0.0,0,287,1,5,2,1,2,1,73,3,1,6,4,2,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,Young Age,Low Salary,Short Stay,Fresh Graduate,157.65
893,894,36,1.0,2,1040,1,3,2,1,4,1,79,4,2,0,1,0,6842,26308,6,0,20,4,1,1,13,3,3,5,4,0,4,Middle Age,Low Salary,Short Stay,Senior Employee,1368.4
894,895,35,0.0,2,1296,1,5,4,5,3,1,62,3,3,4,2,2,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,Middle Age,Medium Salary,Long Stay,Senior Employee,1052.3500000000001
895,896,28,0.0,1,193,1,2,3,1,4,1,52,2,1,2,4,1,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2,Early worker age,Low Salary,Short Stay,Junior Employee,464.03999999999996
896,897,23,1.0,2,160,1,4,1,3,3,0,51,3,1,2,2,2,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,Young Age,Low Salary,Short Stay,Junior Employee,428.35
897,898,29,0.0,2,592,1,7,3,1,4,1,59,3,1,2,1,2,2062,19384,3,0,14,3,2,0,11,2,3,3,2,1,2,Early worker age,Low Salary,Short Stay,Senior Employee,288.68
898,899,48,0.0,2,1236,1,1,4,1,4,0,40,2,4,3,1,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,Pre-retirement Age,High Salary,Short Stay,Senior Employee,1694.22
899,900,29,0.0,2,350,0,13,3,0,1,1,56,2,1,1,1,0,2335,3157,4,1,15,3,4,3,4,3,3,2,2,2,0,Early worker age,Low Salary,Short Stay,Mid-level Employee,350.25
900,901,40,0.0,2,989,1,4,1,3,4,0,46,3,5,3,3,1,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9,Middle Age,High Salary,Long Stay,Senior Employee,2664.6200000000003
901,902,35,1.0,2,219,1,16,2,4,4,0,44,2,2,4,2,1,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,Middle Age,Low Salary,Short Stay,Mid-level Employee,526.68
902,903,26,0.0,2,390,1,17,4,3,4,1,62,1,1,2,3,1,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,Early worker age,Low Salary,Short Stay,Junior Employee,345.75
903,904,54,1.0,2,584,1,22,5,3,2,0,91,3,4,3,3,1,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7,Pre-retirement Age,High Salary,Medium Stay,Senior Employee,4356.5
904,905,25,0.0,2,141,2,3,1,4,3,1,98,3,2,7,1,1,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,Early worker age,Low Salary,Short Stay,Mid-level Employee,754.92
905,906,29,1.0,2,806,1,7,3,5,2,0,39,3,1,2,3,0,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,Early worker age,Low Salary,Medium Stay,Senior Employee,434.07
906,907,55,0.0,1,1091,1,2,1,1,4,1,65,3,3,4,2,1,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,Retirement Age,Medium Salary,Short Stay,Senior Employee,1975.6799999999998
907,908,35,1.0,2,303,2,27,3,1,3,1,84,3,2,7,4,2,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,Middle Age,Low Salary,Medium Stay,Senior Employee,1046.34
908,909,31,0.0,2,1274,1,9,1,1,3,1,33,3,3,4,2,0,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,Early worker age,Medium Salary,Long Stay,Senior Employee,2662.0
